Title,Title_URL,entrymeta,Field,Text,Text1,Field1,Field2
பாடகர் சோனு நிகம் | Singer Sonu Nigam,https://tamizharulagam.in/2021/04/28/singersonunigam124432/,"
				April 28, 2021			","சோனு நிகம் (Sonu Nigam) (பிறப்பு: சூலை 30, 1973) என்பவர் இந்தியத் திரைப்படப் பாடகர், இசையமைப்பாளர், இசைத் தயாரிப்பாளர், ஒலிப்பதிவாளர், நேரலை நிகழ்த்துநர், நடிகரும் ஆவார். இவர் இந்தி மற்றும் கன்னட…","சோனு நிகம் (Sonu Nigam) (பிறப்பு: சூலை 30, 1973)  என்பவர் இந்தியத் திரைப்படப் பாடகர், இசையமைப்பாளர், இசைத் தயாரிப்பாளர், ஒலிப்பதிவாளர், நேரலை நிகழ்த்துநர், நடிகரும் ஆவார். இவர் இந்தி மற்றும் கன்னட மொழிப்பாடல்கள் அதிகம் பாடியுள்ளார். இது மட்டுமின்றி , குஜராத்தி, மராத்திய மொழி, துளுவம், ஒடியா மொழி, மைதிலி மொழி , அசாமிய மொழி, வங்காளம், தமிழ், தெலுங்கு, மலையாளம், , நேபாளி மொழி மற்றும் பல இந்திய மொழிகளிலும் பாடியுள்ளார். இவர் பல முறை சிறந்த பின்னணிப் பாடகருக்கான விருதினைப் பெற்றுள்ளார். ","மேலும் பல இந்திய பாப் பாடல் தொகுதிகளில் இவர் நடித்து, வெளியிட்டுள்ளார். சில திரைப்படங்களிலும் நடித்துள்ளார். அதிக சம்பளம் பெறும் இந்தியப் பாடகர்களில் ஒருவராகத் திகழ்கிறார். ","நிகம் ஹரியானாவில் உள்ள பரீதாபாதுவில் சூலை 30, 1973 இல் பிறந்தார். இவருடைய தந்தை அகம் குமார் நிகம், தாய் சோபா நிகம். இவர் கயஸ்தா வகுப்பைச் சேர்ந்தவர். இவருடைய சகோதரி தீஷா நிகமும் தொழில்முறைப் பாடகராக உள்ளார். ",
பாடகர் சிறுகளத்தூர் சாமா | Singer Serukalathur Sama,https://tamizharulagam.in/2021/04/28/singerserukalathursama124021/,"
				April 28, 2021			","சிறுகளத்தூர் சாமா (Serukalathur Sama, சூன் 26, 1904 – ) அல்லது செருகளத்தூர் சாமா ஒரு தமிழ்த் திரைப்பட நடிகரும், பாடகரும் ஆவார். இவர் பொதுவாகவே புராணக் கதைகளுடன் சம்பந்தப்பட்ட திரைப்படங்களில்…","சிறுகளத்தூர் சாமா (Serukalathur Sama, சூன் 26, 1904 – ) அல்லது செருகளத்தூர் சாமா ஒரு தமிழ்த் திரைப்பட நடிகரும், பாடகரும் ஆவார். இவர் பொதுவாகவே புராணக் கதைகளுடன் சம்பந்தப்பட்ட திரைப்படங்களில் நடித்துள்ளார். அதிலும் இவர் கிருஷ்ணர் வேடத்தில் அதிக முறை நடித்துள்ளார். இவர் 1930 ஆம் 40 ஆம் ஆண்டுக் காலங்களில் திரைப்படங்களில் நடித்தார்.. ","சாமாவின் இயற்பெயர் சுவாமிநாதன் என்பதாகும். தஞ்சாவூரில் சிறுகளத்தூர் என்ற ஊரில் மிராசுதாரராக இருந்த வைத்தியநாதய்யர் என்பவருக்குப் பிறந்தார். சாமாவின் ஐந்தாவது வயதில் தாயார் இறந்து விடவே, தந்தையார் மறுமணம் செய்து கொண்டார். இதனால் தாய்மாமன் இவரை தஞ்சைக்கு அழைத்துச் சென்று அங்குள்ள கல்யாணசுந்தரம் உயர்நிலைப் பள்ளியில் சேர்த்தார். அத்துடன் கருநாடக இசையையும் கற்றுக் கொண்டார். எஸ்.எஸ்.எல்.சி சோதனையில் சித்தி பெற்ற பின்னர் திருமணம் புரிந்து கொண்டார். இவருக்கு மூன்று பெண் பிள்ளைகள். திருமணம் முடித்த பின்னர் வேலை தேடும் பொருட்டு தம்பியுடன் சென்னை சென்றார். அங்கு இந்தியக் காங்கிரஸ் கட்சியின் அலுவலகத்தில் எழுத்தராக வேலை கிடைத்தது. இரண்டு மாதங்கள் அங்கு பணியாற்றிய பின்னர் சென்னை காஸ்மாபாலிட்டன் கிளப்பில் எழுத்தராகப் பத்து ஆண்டு காலம் பணியாற்றினார். இங்கு பணியாற்றிய காலத்தில் இவரது சில பாடல்களை ஹிஸ் மாஸ்டர்ஸ் வாய்ஸ் நிறுவனத்தினர் இசைத்தட்டுகளில் வெளியிட்டனர். இதனால் இவருக்கு நாடகங்களில் நடிக்கும் வாய்ப்புக் கிடைத்தது. ","ஜி.பி.சி. ஸ்டூடியோவில் மேக்கப்மேன் ஆகப் பணியாற்றிய மாமா ராஜு என்பவர் சாமாவை நேசனல் மூவிடோன் ஸ்டூடியோவுக்கு அறிமுகப்படுத்தினார். அவர்களது முதல் படமான வள்ளி கல்யாணம் படத்தில் நாரதராக நடித்தார். அதன் பின்னர், இயக்குனர் ஏ. நாராயணனின் கீழ் பணியில் சேர்ந்தார். ஓராண்டு காலம் அவருடன் பணியாற்றிய பின்னர் திரௌபதி வஸ்திராபகரணம் (1934) திரைப்படத்தில் கிருஷ்ணனாக வேடமேற்று நடித்தார். தொடர்ந்து மாயா பஜார் (1935), கருடகர்வ பங்கம், பாமா பரிணயம், சிந்தாமணி ஆகிய அடுத்தடுத்த படங்களில் கிருஷ்ணன் வேடத்திலேயே நடித்தார். சிந்தாமணி படத்தில் இவர் பாடிய பாடல்கள் இவருக்குப் புகழ் தேடித் தந்தன. பின்னர் அம்பிகாபதி படத்தில் கம்பன் வேடத்தில் நடித்தார். தொடர்ந்து பல படங்களில் நடித்தார். ",நடிகமணி என்ற பட்டத்தை சுத்தானந்த பாரதியார் வழங்கினார். 
பாடகர் சித்தார்த் மேனன் | Singer Siddharth Menon,https://tamizharulagam.in/2021/04/28/singersiddharthmenon123946/,"
				April 28, 2021			",சித்தார்த் மேனன் (Siddharth Menon) (பிறப்பு 1989 சூலை 1 ) இவர் ஓர் இந்திய பின்னணிப் பாடகரும் மற்றும் திரைப்பட நடிகருமாவார் . மேனன் சில திரைப்பட பாடல்களையும் வழங்கியுள்ளார். தைக்குடம்…,சித்தார்த் மேனன் (Siddharth Menon) (பிறப்பு 1989 சூலை 1 ) இவர் ஓர் இந்திய பின்னணிப் பாடகரும் மற்றும் திரைப்பட நடிகருமாவார் . மேனன் சில திரைப்பட பாடல்களையும் வழங்கியுள்ளார். தைக்குடம் பிரிட்ஜ் என்ற இவரது இசைக் குழு மிகவும் பிரபலமானது. மலையாள தொலைக்காட்சி நிறுவனமான கப்பா என்றத் தொலைக்கட்சியில் மியூசிக் மோஜோ என்ற இசை நிகழ்ச்சிக்காக தசரதம் திரைப்படத்திலிருந்து இவர் “மந்தராச்செபுண்டோ” என்ற பாடலை வழங்கியது இசை பட்டியலில் முதலிடம் பிடித்தது. ,சித்தார்த் மேனன் மும்பையில் குடியேறிய கேரள குடும்பத்தில் சத்யநாதன் பரியதாத் மற்றும் ஷீலா ஆகியோருக்கு 1989 சூலை 1 அன்று பிறந்தார். இவரது தந்தை சத்யநாதன் ஒரு விமான நிறுவனத்தில் முன்னாள் ஊழியராவார். திருச்சூரின் இரிஞ்ஞாலகுடா பகுதியைச் சேர்ந்தவர். இவரது தாயார் ஷீலா மும்பையில் வருமான வரித்துறையில் பணிபுரிகிறார். இவர் கோட்டயம் வைக்கம் நகரைச் சேர்ந்தவர். இவருக்கு ஷரத் மேனன் என்ற ஒரு மூத்த சகோதரர் உள்ளார். அவர் இங்கிலாந்தில் விஞ்ஞானியாக பணிபுரிகிறார். ,"மேனன் மகாராட்டிராவின் கோரேகாவ் பகுதியிலுள்ள விவேக் வித்யாலயா உயர்நிலைப் பள்ளியில் பயின்றார். பின்னர், விவேக் வணிகக் கல்லூரியில் பயின்று இவர் வர்த்தகத்தில் பட்டம் பெற்றார். பட்டம் பெற்ற பிறகு மேற்கத்திய இசையைப் கற்க முடிவு செய்து, சென்னையில் ஏ.ஆர். ரகுமானின் இசைக் கல்லூரியான, கே. எம் மியூசிக் கன்சர்வேட்டரியில் சேர்ந்தார். தற்போது, இவர் கேரளாவின் கொச்சியில் வசிக்கிறார். இவர் 2019 திசம்பர் 22 அன்று மராத்தி நடிகை தன்வி பலா என்பவரை மணந்தார்.   ",
பாடகர் கைலாஷ் கேர் | Singer Kailash Kher,https://tamizharulagam.in/2021/04/28/singerkailashkher123339/,"
				April 28, 2021			","கைலாஷ் கேர் (Kailash Kher, காசுமீரி: کیلاش کھیر) (பிறப்பு 7 சூலை 1973) உத்தரபிரதேச மாநிலத்தைச் சேர்ந்த மீரட்டில் பிறந்த ஓர் இந்திய பாடகர். இந்திய இசை வகைகளிலும் சுஃபி இசை…","கைலாஷ் கேர் (Kailash Kher, காசுமீரி: کیلاش کھیر) (பிறப்பு 7 சூலை 1973) உத்தரபிரதேச மாநிலத்தைச் சேர்ந்த மீரட்டில் பிறந்த ஓர் இந்திய பாடகர். இந்திய இசை வகைகளிலும் சுஃபி இசை வகைகளிலும் திறமை உள்ளவர். இந்தித் திரைப்படங்களில் பின்னணிப் பாடகராகவும் விளங்குபவர்.2002ஆம் ஆண்டு வெளியான தோல்விப்படமான வைசா பி ஹோதா ஹை பார்ட் II என்ற திரைப்படத்தில் இவரது பாடல் அல்லாஹ் கே பந்தே என்ற பாடல் மூலம் பரவலாக அறியப்படலானார். ",,பாடகி கைலாஷ் கேர் – விக்கிப்பீடியா,”’வெயிலோடு விளையாடி”’ – வெயில் திரைப்படம் 
பாடகர் குலாம் முஸ்தபா கான் | Singer Ghulam Mustafa Khan singer,https://tamizharulagam.in/2021/04/28/singerghulammustafakhansinger123000/,"
				April 28, 2021			","உஸ்தாத் குலாம் முஸ்தபா கான், இந்திய இசையமைப்பாளராவார். இவர் இந்துஸ்தானி இசையை பின்பற்றுபவர். இவர் இந்திமொழித் திரைப்படப் பாடல்களையும் பாடியுள்ளார். இவருக்கும் இந்திய அரசின் உயரிய விருதுகளான பத்ம பூசணும் பத்மசிறீ விருதும்…","உஸ்தாத் குலாம் முஸ்தபா கான், இந்திய இசையமைப்பாளராவார். இவர் இந்துஸ்தானி இசையை பின்பற்றுபவர். இவர் இந்திமொழித் திரைப்படப் பாடல்களையும் பாடியுள்ளார். இவருக்கும் இந்திய அரசின் உயரிய விருதுகளான பத்ம பூசணும் பத்மசிறீ விருதும் வழங்கப்பட்டன. ","இவர் ஏ.ஆர். ரகுமானின் சகோதரிக்கும், மகனுக்கும் இசை கற்று கொடுத்தவர். ",இந்திய குடியரசு நாளில் இவர் மற்ற பிரபல பின்னணிப் பாடகர்களுடன் இணைந்து நாட்டுப்பற்றுப் பாடலை பாடினார். ,பத்மசிறீ 
பாடகர் குமார் சானு | Singer Kumar Sanu,https://tamizharulagam.in/2021/04/28/singerkumarsanu122754/,"
				April 28, 2021			","குமார் சானு பிரபலமான இந்தித் திரைப்படப் பின்னணிப் பாடகர்களுள் ஒருவர் . இவர் பத்மஸ்ரீ (2009), பிலிம்பேர் உள்ளிட்ட விருதுகளைப் பெற்றுள்ளார். கில்லாடி, குச் குச் ஹோத்தா ஹய் உள்ளிட்ட திரைப்படங்களில் பாடியுள்ளார்….","குமார் சானு பிரபலமான இந்தித் திரைப்படப் பின்னணிப் பாடகர்களுள் ஒருவர் . இவர் பத்மஸ்ரீ (2009), பிலிம்பேர் உள்ளிட்ட விருதுகளைப் பெற்றுள்ளார். கில்லாடி, குச் குச் ஹோத்தா ஹய் உள்ளிட்ட திரைப்படங்களில் பாடியுள்ளார். ",,,
பாடகர் கிஷோர் குமார் | Singer Kishore Kumar,https://tamizharulagam.in/2021/04/28/singerkishorekumar113635/,"
				April 28, 2021			","கிசோர் குமார் (Kishore Kumar, (1929, ஆகத்து 4 – 1987, ஒக்டோபர் 13), ஒரு இந்திய திரைப்பட பின்னணிப் பாடகர், நடிகர், பாடலாசிரியர், இசையமைப்பாளர், தயாரிப்பாளர், இயக்குநர், மற்றும் திரைக்கதை படைப்பாளி…","கிசோர் குமார் (Kishore Kumar, (1929, ஆகத்து 4 – 1987, ஒக்டோபர் 13), ஒரு இந்திய திரைப்பட பின்னணிப் பாடகர், நடிகர், பாடலாசிரியர், இசையமைப்பாளர், தயாரிப்பாளர், இயக்குநர், மற்றும் திரைக்கதை படைப்பாளி எனப் பன்முகம் கொண்டவராக அறியப்படுகிறார். 1930 – 1950 களின் காலகட்டத்தில், இந்தித் திரையுலகின் 30 ஆண்டுகால தனது நெடும்பயணத்தில், பல அவதாரத்தில் பவனிவந்த கிசோர் குமார், இசைத்துறையின் மூலம்தான் நாடறிந்த நட்சத்திரமாகப் பிரபலமடைந்தார். ","
பிறப்பு: ","இந்தித் திரைப்பட உலகின் முடிசூடா மன்னனாகத் திகழ்ந்த “கிஷோர்தா” என ரசிகர்களால் அன்புடன் அழைக்கப்பட்ட கிஷோர் குமார், தன் குரலால் இசை ரசிகர்களை வசப்படுத்தி பல்லாயிரக்கணக்கானப் பாடல்களைப் பாடி சரித்திரம் படைத்தார். பாடகராகவும், இசையமைப்பாளராகவும், நடிகராகவும், பாடலாசிரியராகவும், மற்றும் இயக்குனராகவும் இந்தித் திரைப்பட உலகை வலம்வந்த மாபெரும் கலைஞனின் வாழ்க்கை வரலாறு மற்றும் சாதனைகளை மேலும் விரிவாகக் காண்போம். ",
பாடகர் கிரிஷ் | Singer Krish singer,https://tamizharulagam.in/2021/04/28/singerkrishsinger113551/,"
				April 28, 2021			",கிரிஷ் ஒரு தமிழ்த் திரைப்படப் பின்னணிப் பாடகர். திரைத்துறையில் கிரிஷ் என அழைக்கப்படும் இவரது இயற்பெயர் விஜய் பாலகிருஷ்ணன் ஆகும். தொழில் வேட்டையாடு விளையாடு (2006) திரைப்படத்தில் மஞ்சள் வெய்யில் எனும் பாடலுடன்…,கிரிஷ் ஒரு தமிழ்த் திரைப்படப் பின்னணிப் பாடகர். திரைத்துறையில் கிரிஷ் என அழைக்கப்படும் இவரது இயற்பெயர் விஜய் பாலகிருஷ்ணன் ஆகும். ,வேட்டையாடு விளையாடு (2006) திரைப்படத்தில் மஞ்சள் வெய்யில் எனும் பாடலுடன் கிரிஷ் ஒரு பின்னணி பாடகராக அறிமுகமானார். இசை அமைப்பாளர் ஹாரிஸ் ஜெயராஜின் இசையில் இவர் பாடிய பல பாடல்கள் இவருக்கு வெற்றியைத் தந்துள்ளன. ,,
பாடகர் கண்டசாலா | Singer Ghantasala singer,https://tamizharulagam.in/2021/04/28/singerghantasalasinger113504/,"
				April 28, 2021			","கண்டசாலா (Ghantasala Venkateswara Rao, 4 டிசம்பர் 1922 – 11 பிப்ரவரி 1974) தென்னிந்தியாவின் பிரபலமான திரைப்படப் பின்னணிப் பாடகர்களுள் ஒருவர். இவரது முழுப்பெயர் கண்டசாலா வேங்கடேஸ்வர ராவ். தெலுங்கு, தமிழ்,…","கண்டசாலா (Ghantasala Venkateswara Rao, 4 டிசம்பர் 1922 – 11 பிப்ரவரி 1974) தென்னிந்தியாவின் பிரபலமான திரைப்படப் பின்னணிப் பாடகர்களுள் ஒருவர். இவரது முழுப்பெயர் கண்டசாலா வேங்கடேஸ்வர ராவ். தெலுங்கு, தமிழ், கன்னடம், மலையாளம், துளு மற்றும் இந்தி மொழி திரைப்படங்களில் பாடல்களைப் பாடியுள்ளார். சில திரைப்படங்களுக்கு இசையமைத்திருக்கிறார். ","1922-ஆம் ஆண்டு டிசம்பர் 4-ம் நாள் கிருஷ்ணா மாவட்டம், குடிவாடா தாலூக்காவிலுள்ள சௌதப்பள்ளி என்னும் ஊரில் கண்டசாலா வேங்கடேஸ்வர ராவ் பிறந்தார். தந்தையார் பெயர் சூரய்யா கண்டசாலா. தாயார் பெயர் ரத்தம்மா. ","தந்தையார் ஒரு பாடகர். நாராயண தீர்த்தரின் தரங்கிணிகளைப் பாடுவார். மிருதங்கமும் வாசிப்பார். கண்டசாலா சிறு பையனாக இருக்கும்போது தந்தை மிருதங்கம் வாசிக்க, அந்தத் தாளத்திற்கேற்ப நடனமாடுவார். ",மாயக்குதிரை (1949) தெலுங்கிலிருந்து தமிழுக்கு மொழிமாற்றம் செய்யப்பட்டது. 
பாடகர் எஸ். தட்சிணாமூர்த்தி | Singer S. Dakshinamurthi,https://tamizharulagam.in/2021/04/28/singers-dakshinamurthi112945/,"
				April 28, 2021			","எஸ். தட்சிணாமூர்த்தி (சுசர்லா தட்சிணாமூர்த்தி சாஸ்திரி, இளையவர், நவம்பர் 11, 1921 – பெப்ரவரி 9, 2012) ஓர் இந்திய இசைக் கலைஞர் ஆவார். திரைப்பட இசையமைப்பாளர், பின்னணிப் பாடகர், கருநாடக சங்கீத…","எஸ். தட்சிணாமூர்த்தி (சுசர்லா தட்சிணாமூர்த்தி சாஸ்திரி, இளையவர், நவம்பர் 11, 1921 – பெப்ரவரி 9, 2012) ஓர் இந்திய இசைக் கலைஞர் ஆவார். திரைப்பட இசையமைப்பாளர், பின்னணிப் பாடகர், கருநாடக சங்கீத வித்துவான், வயலின் வாத்தியக் கலைஞர், இசைத்தட்டுத் தயாரிப்பாளர் எனப் பன்முகத் திறமை கொண்டவர். தமிழ், தெலுங்கு, இந்தி, சிங்களம் மொழித் திரைப்படங்களுடன் ஹாலிவூட் திரைப்படங்களுக்கும் இசையமைத்துள்ளார். ",இவரது தாத்தாவான சுசர்லா தட்சிணாமூர்த்தி சாஸ்திரி சீனியர் கருநாடக மும்மூர்த்திகளுள் ஒருவரான தியாகப்பிரம்மம் தியாகராஜர் சுவாமிகளின் நேரடி சிஷ்ய பரம்பரையில் வந்தவராவார். ,"எஸ். தட்சிணாமூர்த்தி 1921 நவம்பர் 11-ஆம் நாள் ஆந்திர மாநிலம், கிருஷ்ணா மாவட்டத்திலுள்ள பெதகல்லேபள்ளி என்னும் ஊரில் பிறந்தார். இவரது தந்தை சுசர்லா கிருஷ்ணபிரம்ம சாஸ்திரி ஒரு சங்கீத ஆசிரியராவார். தாயார் அன்னபூரணம்மா. ஆந்திரா பல்கலைக் கழகத்தில் கருநாடக இசையில் இளங்கலை பட்டம் பெற்றார். ",
பாடகர் அஜீஸ் பாடகர் | Singer Ajesh,https://tamizharulagam.in/2021/04/28/singerajesh112129/,"
				April 28, 2021			",அஜீஸ் (அஜீஸ் அசோக்) என்பவர் சென்னையை சேர்ந்த திரைப்படப் பின்னணிப் பாடகர் ஆவார். வாழ்க்கைக் குறிப்பு அஜீஸ் விஜய் தொலைக்காட்சி நடத்தும் சூப்பர் சிங்கர் நிகழ்ச்சியின் இரண்டாவது பதிப்பில் வெற்றியாளராக தேர்வானவர். அந்தப்…,அஜீஸ் (அஜீஸ் அசோக்) என்பவர் சென்னையை சேர்ந்த திரைப்படப் பின்னணிப் பாடகர் ஆவார். ,அஜீஸ் விஜய் தொலைக்காட்சி நடத்தும் சூப்பர் சிங்கர் நிகழ்ச்சியின் இரண்டாவது பதிப்பில் வெற்றியாளராக தேர்வானவர். அந்தப் போட்டியில் வெற்றி பெற்றதன் பலனாக யுவன் ஷங்கர் ராஜா இசையமைத்த கோவா படத்தில் இது வரை.. என்ற பாடலை ஆண்ட்ரியா ஜெரெமையாவுடன் இணைந்து பாடினார். ,,
பாடகர் அரிஜித் சிங் | Singer Arijit Singh,https://tamizharulagam.in/2021/04/28/singerarijitsingh111938/,"
				April 28, 2021			",அரிஜித் சிங் என்பவர் இந்தியப் பாடகர் ஆவார். பிரீத்தம் என்னும் இசையமைப்பாளருக்கு உதவியாளராகப் பணிபுரிந்தார். இவர் இந்தி மற்றும் வங்காள மொழிப் பாடல்களைப் பாடியுள்ளார்.இந்தி சினிமா வரலாற்றில் வெற்றிகரமான பாடகர்களில் ஒருவராக கருதப்படுகிறார்….,அரிஜித் சிங் என்பவர் இந்தியப் பாடகர் ஆவார். பிரீத்தம் என்னும் இசையமைப்பாளருக்கு உதவியாளராகப் பணிபுரிந்தார். இவர் இந்தி மற்றும் வங்காள மொழிப் பாடல்களைப் பாடியுள்ளார்.இந்தி சினிமா வரலாற்றில் வெற்றிகரமான பாடகர்களில் ஒருவராக கருதப்படுகிறார். ,"இவர் பல பாடல் நிகழ்ச்சிகளில் பங்கேற்றுள்ளார். பேம் குருகுல் என்ற நிகழ்ச்சியில் பங்கேற்று, பிரபலமடைந்து பாடகரானார். சில திரை நிகழ்ச்சிகளுக்கான பாடல்களையும் பாடி, புகழடைந்தார். 2013இல் வெளியான ஆஷிக் 2 என்ற திரைப்படத்தில் தும் ஹி கோ என்ற பாடலைப் பாடினார். இது பெருத்த புகழைச் சேர்த்து, பிலிம்பேர் உள்ளிட்ட பல விருதுகளைப் பெற்றுத் தந்தது. ","1987 ஆண்டு ஏப்ரல் 25 மேற்கு வங்காளத்தின் முர்ஷிதாபாத்தில் பிறந்தார். இவரது தந்தை ஜியாகஞ்சில் கக்கர் பஞ்சாபி சீக்கியரும், தாய் பெங்காலியரும் ஆவார். இவர் மிகச் சிறிய வயதில்  வீட்டில் இசை பயிற்சியை தொடங்கினார். தாய்வழி அத்தையிடம் இந்திய பாரம்பரிய இசை பயின்றார். ராஜா பிஜய் சிங் உயர்நிலைப் பள்ளியிலும், சிறிபத் சிங் கல்லூரியிலும் கல்வி கற்றார். ராஜேந்திர பிரசாத் ஹசாரியிடம் தொழில் ரீதியாக இந்திய பாரம்பரிய இசை கற்றார். மேலும் பாப் இசை மற்றும் ரவீந்திர சங்கீத்( ரவீந்திரநாத் தாகூர் எழுதி இசையமைத்த பாடல்கள்) என்பவற்றை திரேந்திர பிரசாத் ஹசாரியிடம் கற்றார். மூன்று வயதில் இருந்து ஹசாரி சகோதரர்களிடம் பயிற்சியை தொடங்கினார். ஒன்பது வயதில், இந்திய பாரம்பரிய இசையில் குரல் பயிற்சி பெறுவதற்காக அரசாங்க உதவித்தொகை பெற்றார். ",பாடகர் 
பாடகர் மங்களம்பள்ளி பாலமுரளிகிருஷ்ணா | Singer M. Balamuralikrishna,https://tamizharulagam.in/2021/04/28/singerm-balamuralikrishna082942/,"
				April 28, 2021			","மங்களம்பள்ளி பாலமுரளிகிருஷ்ணா (Mangalampalli Balamuralikrishna, தெலுங்கு: మంగళంపల్లి బాలమురళీకృష్ణ, சூலை 6, 1930 – நவம்பர் 22, 2016) ஒரு இந்திய கருநாடக இசைப் பாடகர், இசை மேதை, பல்-வாத்தியக் கலைஞர், பின்னணிப்…","மங்களம்பள்ளி பாலமுரளிகிருஷ்ணா (Mangalampalli Balamuralikrishna, தெலுங்கு: మంగళంపల్లి బాలమురళీకృష్ణ, சூலை 6, 1930 – நவம்பர் 22, 2016) ஒரு இந்திய கருநாடக இசைப் பாடகர், இசை மேதை, பல்-வாத்தியக் கலைஞர், பின்னணிப் பாடகர், இசையமைப்பாளர், வாக்கேயக்காரர், குணசித்திர நடிகர் என பல திறப்பட்ட கலைஞராவார். ",தென்னிந்திய மொழிகள் உட்பட 8 மொழிகளில் பாடல்களைப் பாடும் திறமையுடன் விளங்கியவர். ,முரளிகிருஷ்ணா கிழக்குக் கோதாவரி மாவட்டத்திலுள்ள சங்கர குப்தம் எனும் ஊரில் பிறந்தார். இசைக் கலைஞர்களான பட்டாபிராமையா – சூர்யகாந்தம்மா ஆகியோர் இவரது பெற்றோராவர். இவரது தந்தை பட்டாபிராமையா ஒரு புல்லாங்குழல் வித்வான். தாயார் வீணை வாசிப்பார். இவரது தாத்தா கூட ஒரு இசைக்கலைஞர்தான். ,பி. லீலா 
பாடகர் மரண கானா விஜி | Singer marana gana viji,https://tamizharulagam.in/2021/04/28/singermaranaganaviji082358/,"
				April 28, 2021			",மரண கானா விஜி என்ற பெயரால் பெரிதும் அறியப்படும் கானா விஜி தமிழ்த் திரைப்படங்களில் பின்னணிப் பாடகர் ஆவார். கானா பாடல்கள் என்ற இசைவகையில் மிகச் சிறந்த பாடலாசிரியராகவும் பாடகராகவும் விளங்குகிறார். கலியுகம்…,மரண கானா விஜி என்ற பெயரால் பெரிதும் அறியப்படும் கானா விஜி தமிழ்த் திரைப்படங்களில் பின்னணிப் பாடகர் ஆவார். கானா பாடல்கள் என்ற இசைவகையில் மிகச் சிறந்த பாடலாசிரியராகவும் பாடகராகவும் விளங்குகிறார். கலியுகம் எனும் திரைப்படத்தில் அஜலா உஜலா என்ற பாடல் மூலம் பிரபலமானார். ,"தமிழ்நாட்டின் மெரீனா கடற்கரையில் பெற்றவர்களால் கைவிடப்பட்டு கால்கள் ஊனமுற்ற, பெயர் இல்லாத சிறுவனாக இருந்தபோது, விஜி என்ற பெண் இவரைச் சிறிது காலம் வளர்த்துள்ளார். அதனால் விஜி பையன் என்று துவங்கி அந்தப் பெண்ணின் மரணத்துக்குப்பின் இவருக்கு விஜி என்ற பெயருக்குக் காரணமாகவும் அப்பெண்ணிருக்கிறார் ",,
பாடகர் ஹரிஹரன் | Singer Hariharan,https://tamizharulagam.in/2021/04/27/singerhariharan100800/,"
				April 27, 2021			","ஹரிஹரன் ஒரு திரைப்பட பின்னணிப் பாடகர். இவர் கேரளாவிலுள்ள திருவனந்தபுரத்தில் 03.04.1955 அன்று பிறந்தார்.. தமிழ், தெலுங்கு, மலையாளம், இந்தி, மராத்தி ஆகிய மொழி படங்களில் பின்னணி பாடல்களைப் பாடியுள்ளார். கசல் பாடல்களைப்…","ஹரிஹரன் ஒரு திரைப்பட பின்னணிப் பாடகர். இவர் கேரளாவிலுள்ள திருவனந்தபுரத்தில் 03.04.1955 அன்று பிறந்தார்.. தமிழ், தெலுங்கு, மலையாளம், இந்தி, மராத்தி ஆகிய மொழி படங்களில் பின்னணி பாடல்களைப் பாடியுள்ளார். கசல் பாடல்களைப் பாடுவதில் தேர்ச்சிப் பெற்ற இவர், கலோனியல் கசினிஸ் என்ற இசைக் குழுவின் உறுப்பினர். லெஸ்லி லூயிசும் ஹரிஹரனும் சேர்ந்து நடத்தும் இந்தக் குழு பல தனி பாடல் தொகுப்புகளை வெளியிட்டுள்ளது. 2009ல் மோதி விளையாடு என்ற தமிழ்ப்படத்திற்குப் பின்னணி இசையும் அமைத்துள்ளது. ",இவர் 1992 ஆம் ஆண்டு ஏ. ஆர். ரகுமான் மூலம் தமிழ் திரைப்பட உலகில் அறிமுகம் செய்யபட்டார். இவர் ரோஜா என்ற திரைப்படத்தில் “தமிழா தமிழா நாளை” என்ற பாடல் பாடினார். இத்திரைப்படம் ஏ. ஆர். ரகுமானுக்கும் அறிமுகப் படம். ,,
பாடகர் ஹரிசரண் | Singer Haricharan,https://tamizharulagam.in/2021/04/27/singerharicharan100727/,"
				April 27, 2021			",ஹரிசரண் தமிழ் திரைப்படப் பின்னணிப் பாடகர் ஆவார்.இவர் தன் பதினேழாவது அகவையில் 2004ஆம் ஆண்டு வெளிவந்த காதல் திரைப்படத்தின் மூலம் அறிமுகமானார். இவரை அறிமுகம் செய்தவர் ஜோஷ்வா ஸ்ரீதர் ஆவார். அரங்கேற்ற திரைப்படத்தில்…,ஹரிசரண் தமிழ் திரைப்படப் பின்னணிப் பாடகர் ஆவார்.இவர் தன் பதினேழாவது அகவையில் 2004ஆம் ஆண்டு வெளிவந்த காதல் திரைப்படத்தின் மூலம் அறிமுகமானார். இவரை அறிமுகம் செய்தவர் ஜோஷ்வா ஸ்ரீதர் ஆவார். அரங்கேற்ற திரைப்படத்தில் மூன்று பாடல்கள் பாடியுள்ளார்.இவர் தமிழ் மற்றும் மலையாள மொழி திரைப்படங்களிலும் பாடல்கள் பாடி வருகிறார்.யுவன் சங்கர் ராஜாவின் இசையில் நிறைய பாடல்கள் பாடியுள்ளார். ,,,
