image_url,page_url,summary,table,top_songs,songs
https://img4.bdbphotos.com/images/120x156/a/a/aawwx10l7loxww.jpg?skj2io4l,https://www.famousfix.com/topic/lata-mangeshkar,"Lata Mangeshkar ( (born as Hema Mangeshkar on 28 September 1929)) is an Indian playback singer and music director. She is one of the best-known and most respected playback singers in India. She has recorded songs in over a thousand Hindi films and has sung songs in over thirty-six regional Indian languages and foreign languages, though primarily in Marathi, Hindi, Bengali and Assamese.","Birthplace Indore, Madhya Pradesh, India ",,
https://img4.bdbphotos.com/images/120x156/a/a/aawwx10l7loxww.jpg?skj2io4l,https://www.famousfix.com/topic/lata-mangeshkar,"Lata Mangeshkar ( (born as Hema Mangeshkar on 28 September 1929)) is an Indian playback singer and music director. She is one of the best-known and most respected playback singers in India. She has recorded songs in over a thousand Hindi films and has sung songs in over thirty-six regional Indian languages and foreign languages, though primarily in Marathi, Hindi, Bengali and Assamese.","Eye Color	Black",,
https://img4.bdbphotos.com/images/120x156/a/a/aawwx10l7loxww.jpg?skj2io4l,https://www.famousfix.com/topic/lata-mangeshkar,"Lata Mangeshkar ( (born as Hema Mangeshkar on 28 September 1929)) is an Indian playback singer and music director. She is one of the best-known and most respected playback singers in India. She has recorded songs in over a thousand Hindi films and has sung songs in over thirty-six regional Indian languages and foreign languages, though primarily in Marathi, Hindi, Bengali and Assamese.","Hair Color	Black",,
https://img4.bdbphotos.com/images/120x156/a/a/aawwx10l7loxww.jpg?skj2io4l,https://www.famousfix.com/topic/lata-mangeshkar,"Lata Mangeshkar ( (born as Hema Mangeshkar on 28 September 1929)) is an Indian playback singer and music director. She is one of the best-known and most respected playback singers in India. She has recorded songs in over a thousand Hindi films and has sung songs in over thirty-six regional Indian languages and foreign languages, though primarily in Marathi, Hindi, Bengali and Assamese.","Zodiac Sign	Libra",,
https://img4.bdbphotos.com/images/120x156/a/a/aawwx10l7loxww.jpg?skj2io4l,https://www.famousfix.com/topic/lata-mangeshkar,"Lata Mangeshkar ( (born as Hema Mangeshkar on 28 September 1929)) is an Indian playback singer and music director. She is one of the best-known and most respected playback singers in India. She has recorded songs in over a thousand Hindi films and has sung songs in over thirty-six regional Indian languages and foreign languages, though primarily in Marathi, Hindi, Bengali and Assamese.","Nationality	Indian",,
https://img4.bdbphotos.com/images/120x156/a/a/aawwx10l7loxww.jpg?skj2io4l,https://www.famousfix.com/topic/lata-mangeshkar,"Lata Mangeshkar ( (born as Hema Mangeshkar on 28 September 1929)) is an Indian playback singer and music director. She is one of the best-known and most respected playback singers in India. She has recorded songs in over a thousand Hindi films and has sung songs in over thirty-six regional Indian languages and foreign languages, though primarily in Marathi, Hindi, Bengali and Assamese.","Occupation	Singer",,
https://img4.bdbphotos.com/images/120x156/a/a/aawwx10l7loxww.jpg?skj2io4l,https://www.famousfix.com/topic/lata-mangeshkar,"Lata Mangeshkar ( (born as Hema Mangeshkar on 28 September 1929)) is an Indian playback singer and music director. She is one of the best-known and most respected playback singers in India. She has recorded songs in over a thousand Hindi films and has sung songs in over thirty-six regional Indian languages and foreign languages, though primarily in Marathi, Hindi, Bengali and Assamese.","Claim to Fame	Old is Gold",,
https://img4.bdbphotos.com/images/120x156/2/d/2drybhfpvx0h0phf.jpg?skj2io4l,https://www.famousfix.com/topic/shreya-ghoshal,"Shreya Ghoshal (born 12 March 1984) is an Indian playback singer. She has received four National Film Awards, four Kerala State Film Awards, two Tamil Nadu State Film Awards, seven Filmfare Awards and ten Filmfare Awards South. She has recorded songs for films and albums in various Indian languages and has established herself as a leading playback singer of Indian cinema.","Age	37",,
https://img4.bdbphotos.com/images/120x156/2/d/2drybhfpvx0h0phf.jpg?skj2io4l,https://www.famousfix.com/topic/shreya-ghoshal,"Shreya Ghoshal (born 12 March 1984) is an Indian playback singer. She has received four National Film Awards, four Kerala State Film Awards, two Tamil Nadu State Film Awards, seven Filmfare Awards and ten Filmfare Awards South. She has recorded songs for films and albums in various Indian languages and has established herself as a leading playback singer of Indian cinema.","Birthday	12 March, 1984",,
https://img4.bdbphotos.com/images/120x156/2/d/2drybhfpvx0h0phf.jpg?skj2io4l,https://www.famousfix.com/topic/shreya-ghoshal,"Shreya Ghoshal (born 12 March 1984) is an Indian playback singer. She has received four National Film Awards, four Kerala State Film Awards, two Tamil Nadu State Film Awards, seven Filmfare Awards and ten Filmfare Awards South. She has recorded songs for films and albums in various Indian languages and has established herself as a leading playback singer of Indian cinema.","Birthplace Durgapur, West Bengal, India ",,
https://img4.bdbphotos.com/images/120x156/2/d/2drybhfpvx0h0phf.jpg?skj2io4l,https://www.famousfix.com/topic/shreya-ghoshal,"Shreya Ghoshal (born 12 March 1984) is an Indian playback singer. She has received four National Film Awards, four Kerala State Film Awards, two Tamil Nadu State Film Awards, seven Filmfare Awards and ten Filmfare Awards South. She has recorded songs for films and albums in various Indian languages and has established herself as a leading playback singer of Indian cinema.","Eye Color	Brown - Dark",,
https://img4.bdbphotos.com/images/120x156/2/d/2drybhfpvx0h0phf.jpg?skj2io4l,https://www.famousfix.com/topic/shreya-ghoshal,"Shreya Ghoshal (born 12 March 1984) is an Indian playback singer. She has received four National Film Awards, four Kerala State Film Awards, two Tamil Nadu State Film Awards, seven Filmfare Awards and ten Filmfare Awards South. She has recorded songs for films and albums in various Indian languages and has established herself as a leading playback singer of Indian cinema.","Hair Color	Black",,
https://img4.bdbphotos.com/images/120x156/2/d/2drybhfpvx0h0phf.jpg?skj2io4l,https://www.famousfix.com/topic/shreya-ghoshal,"Shreya Ghoshal (born 12 March 1984) is an Indian playback singer. She has received four National Film Awards, four Kerala State Film Awards, two Tamil Nadu State Film Awards, seven Filmfare Awards and ten Filmfare Awards South. She has recorded songs for films and albums in various Indian languages and has established herself as a leading playback singer of Indian cinema.","Zodiac Sign	Pisces",,
https://img4.bdbphotos.com/images/120x156/2/d/2drybhfpvx0h0phf.jpg?skj2io4l,https://www.famousfix.com/topic/shreya-ghoshal,"Shreya Ghoshal (born 12 March 1984) is an Indian playback singer. She has received four National Film Awards, four Kerala State Film Awards, two Tamil Nadu State Film Awards, seven Filmfare Awards and ten Filmfare Awards South. She has recorded songs for films and albums in various Indian languages and has established herself as a leading playback singer of Indian cinema.","Nationality	Indian",,
https://img4.bdbphotos.com/images/120x156/2/d/2drybhfpvx0h0phf.jpg?skj2io4l,https://www.famousfix.com/topic/shreya-ghoshal,"Shreya Ghoshal (born 12 March 1984) is an Indian playback singer. She has received four National Film Awards, four Kerala State Film Awards, two Tamil Nadu State Film Awards, seven Filmfare Awards and ten Filmfare Awards South. She has recorded songs for films and albums in various Indian languages and has established herself as a leading playback singer of Indian cinema.","Occupation	Singer",,
